%dir,flowInd,flowStat,timeFirst,timeLast,duration,numHdrDesc,numHdrs,hdrDesc,srcMac,dstMac,ethType,ethVlanID,srcIP,srcIPCC,srcIPOrg,srcPort,dstIP,dstIPCC,dstIPOrg,dstPort,l4Proto,macStat,macPairs,srcMac_dstMac_numP,srcManuf_dstManuf,dstPortClassN,dstPortClass,numPktsSnt,numPktsRcvd,numBytesSnt,numBytesRcvd,minPktSz,maxPktSz,avePktSize,stdPktSize,minIAT,maxIAT,aveIAT,stdIAT,pktps,bytps,pktAsm,bytAsm,tcpFStat,ipMindIPID,ipMaxdIPID,ipMinTTL,ipMaxTTL,ipTTLChg,ipTOS,ipFlags,ipOptCnt,ipOptCpCl_Num,ip6OptCntHH_D,ip6OptHH_D,tcpISeqN,tcpPSeqCnt,tcpSeqSntBytes,tcpSeqFaultCnt,tcpPAckCnt,tcpFlwLssAckRcvdBytes,tcpAckFaultCnt,tcpInitWinSz,tcpAveWinSz,tcpMinWinSz,tcpMaxWinSz,tcpWinSzDwnCnt,tcpWinSzUpCnt,tcpWinSzChgDirCnt,tcpWinSzThRt,tcpFlags,tcpAnomaly,tcpOptPktCnt,tcpOptCnt,tcpOptions,tcpMSS,tcpWS,tcpMPTBF,tcpMPF,tcpMPAID,tcpMPdssF,tcpTmS,tcpTmER,tcpEcI,tcpUtm,tcpBtm,tcpSSASAATrip,tcpRTTAckTripMin,tcpRTTAckTripMax,tcpRTTAckTripAve,tcpRTTAckTripJitAve,tcpRTTSseqAA,tcpRTTAckJitAve,tcpStates,icmpStat,icmpTCcnt,icmpBFTypH_TypL_Code,icmpTmGtw,icmpEchoSuccRatio,icmpPFindex,connSip,connDip,connSipDip,connSipDprt,connF
B,367,0x0400100000004001,1527823336.081221,1527823342.660313,6.579092,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0x0800,,72.21.192.213,us,Amazoncom,123,192.168.1.239,07,Private network,43230,17,0x00,1,14:cc:20:51:33:ea_44:65:0d:56:cc:d3_4,Tp-LinkT_AmazonTe,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.20404,1.644773,0.7151391,0.6079866,29.18336,0.0,0.0,0x0000,0,0,42,42,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.20693,0.209172,0.207563,0.0007008216,1.697066,0.6477702,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,21,1,41,41.0
A,368,0x0400100000004000,1527823336.054986,1527823342.659445,6.604459,1,3,eth:ipv4:udp,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0x0800,,192.168.1.239,07,Private network,43230,192.96.202.120,us,Leaseweb USA,123,17,0x00,1,44:65:0d:56:cc:d3_14:cc:20:51:33:ea_4,AmazonTe_Tp-LinkT,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.210621,1.651115,0.7171248,0.6056514,29.07127,0.0,0.0,0x0000,0,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,1.978729,1.999309,1.491513,0.6480635,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,20,1,4,40,2.0
B,368,0x0400000000004001,1527823336.270098,1527823342.871074,6.600976,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0x0800,,192.96.202.120,us,Leaseweb USA,123,192.168.1.239,07,Private network,43230,17,0x00,1,14:cc:20:51:33:ea_44:65:0d:56:cc:d3_4,Tp-LinkT_AmazonTe,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.210938,1.650244,0.7169117,0.605971,29.08661,0.0,0.0,0x0000,1,1,41,41,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.211312,0.215112,0.2125085,0.001166557,1.704022,0.6480645,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,20,3,39,39.0
A,376,0x0400100000004000,1527823336.849246,1527823342.848797,5.999551,1,3,eth:ipv4:udp,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0x0800,,192.168.1.239,07,Private network,43230,216.218.254.202,us,Hurricane Electric LLC,123,17,0x00,1,44:65:0d:56:cc:d3_14:cc:20:51:33:ea_4,AmazonTe_Tp-LinkT,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.002728,1.499888,0.6507362,0.6667166,32.0024,0.0,0.0,0x0000,0,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,1.844514,1.849228,1.384646,0.6008822,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,20,1,4,38,1.9
B,376,0x0400000000004001,1527823337.004703,1527823343.000797,5.996094,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0x0800,,216.218.254.202,us,Hurricane Electric LLC,123,192.168.1.239,07,Private network,43230,17,0x00,1,14:cc:20:51:33:ea_44:65:0d:56:cc:d3_4,Tp-LinkT_AmazonTe,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.001239,1.499023,0.650436,0.667101,32.02085,0.0,0.0,0x0000,231,361,53,53,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.152,0.155457,0.153242,0.001140848,1.537888,0.6008833,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,20,3,37,37.0
A,369,0x0400100000004000,1527823336.260074,1527823342.848563,6.588489,1,3,eth:ipv4:udp,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0x0800,,192.168.1.239,07,Private network,43230,158.69.226.90,ca,OVH Hosting,123,17,0x00,1,44:65:0d:56:cc:d3_14:cc:20:51:33:ea_4,AmazonTe_Tp-LinkT,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.199778,1.647122,0.7151826,0.6071195,29.14174,0.0,0.0,0x0000,0,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,1.968749,1.982005,1.482978,0.6441296,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,20,1,2,36,1.8
B,369,0x0400000000004001,1527823336.481115,1527823343.066369,6.585254,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0x0800,,158.69.226.90,ca,OVH Hosting,123,192.168.1.239,07,Private network,43230,17,0x00,1,14:cc:20:51:33:ea_44:65:0d:56:cc:d3_4,Tp-LinkT_AmazonTe,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.199811,1.646313,0.7150016,0.6074177,29.15605,0.0,0.0,0x0000,24,266,50,50,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.217762,0.221041,0.2185955,0.001059479,1.701574,0.6441305,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,20,1,35,35.0
A,372,0x0400100000004000,1527823336.715519,1527823343.248486,6.532967,1,3,eth:ipv4:udp,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0x0800,,192.168.1.239,07,Private network,43230,64.246.132.14,us,INOC,123,17,0x00,1,44:65:0d:56:cc:d3_14:cc:20:51:33:ea_4,AmazonTe_Tp-LinkT,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.199931,1.633242,0.71229,0.6122792,29.3894,0.0,0.0,0x0000,0,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,1.917961,1.984961,1.471882,0.642341,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,19,1,2,34,1.789474
B,372,0x0400100000004001,1527823336.931005,1527823343.463455,6.53245,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0x0800,,64.246.132.14,us,INOC,123,192.168.1.239,07,Private network,43230,17,0x00,1,14:cc:20:51:33:ea_44:65:0d:56:cc:d3_4,Tp-LinkT_AmazonTe,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.19993,1.633112,0.7122636,0.6123277,29.39173,0.0,0.0,0x0000,0,0,44,44,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.214969,0.215486,0.215102,0.0001673551,1.686984,0.6423411,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,19,1,33,33.0
A,409,0x0400000000004000,1527823343.530723,1527823343.554448,0.023725,1,3,eth:ipv4:udp,00:16:6c:ab:6b:88,14:cc:20:51:33:ea,0x0800,,192.168.1.248,07,Private network,51055,192.168.1.1,07,Private network,5351,17,0x00,1,00:16:6c:ab:6b:88_14:cc:20:51:33:ea_2,SamsungE_Tp-LinkT,5351,nat-pmp,2,2,14,28,2,12,7.0,3.535534,0,0.023725,0.0118625,0.008388054,84.29926,590.0948,0.0,-0.3333333,0x0000,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.002153,0.002153,0.0010765,0.0007612005,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,11,7,12,4,0.3636364
B,409,0x0400000000004001,1527823343.552295,1527823343.563386,0.011091,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,0x0800,,192.168.1.1,07,Private network,5351,192.168.1.248,07,Private network,51055,17,0x00,1,14:cc:20:51:33:ea_00:16:6c:ab:6b:88_2,Tp-LinkT_SamsungE,5351,nat-pmp,2,2,28,14,12,16,14.0,1.414214,0,0.011091,0.0055455,0.003921261,180.3264,2524.569,0.0,0.3333333,0x0000,2,2,64,64,0,0x00,0x0840,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.008938,0.021572,0.015255,0.004466793,0.0163315,0.004531188,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,7,11,11,3,0.4285714
A,594,0x0400000000004000,1527823485.63414,1527823515.614622,29.980482,1,3,eth:ipv4:tcp,ec:1a:59:83:28:11,14:cc:20:51:33:ea,0x0800,,192.168.1.165,07,Private network,4866,174.129.217.97,us,Amazoncom,3478,6,0x00,1,ec:1a:59:83:28:11_14:cc:20:51:33:ea_9,BelkinIn_Tp-LinkT,3478,stun,9,6,360,244,0,156,40.0,57.8842,0,27.08774,3.331165,7.796784,0.3001953,12.00781,0.2,0.192053,0x0074,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1212039877,6,359,2,3,244,1,11680,6176.664,5840,11680,1,0,0,0.0,0x1b,0x0001,9,29,0x0000011e,1460,2,0x0000,0x00,0,0x00,4294951253,322016532,0.004,17179805.827997,1510643709.786626,0.0,0.001072,27.12787,3.247557,7.83996,0.20773,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,10,1,4,4,0.4
B,594,0x0400000000004001,1527823485.84187,1527823515.822115,29.980245,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,ec:1a:59:83:28:11,0x0800,,174.129.217.97,us,Amazoncom,3478,192.168.1.165,07,Private network,4866,6,0x00,1,14:cc:20:51:33:ea_ec:1a:59:83:28:11_6,Tp-LinkT_BelkinIn,3478,stun,6,9,244,360,0,140,40.66667,49.32094,0,27.33779,4.996707,8.966154,0.2001318,8.138693,-0.2,-0.192053,0x00d4,1,65038,37,37,0,0x00,0x0044,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1844434809,5,243,1,4,360,1,741376,130696.5,5888,741376,1,2,1,0.0,0x1b,0x0403,6,20,0x0000011e,1460,128,0x0000,0x00,0,0x00,322018752,4294951253,0.001,322018.767295,1527501497.05482,0.20773,0.207493,0.209922,0.2081418,0.0007337978,3.455698,7.83996,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,10,3,3,3.0
A,377,0x0400100000004000,1527823337.060402,1527823343.648455,6.588053,1,3,eth:ipv4:udp,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0x0800,,192.168.1.239,07,Private network,43230,149.56.121.19,ca,OVH Hosting,123,17,0x00,1,44:65:0d:56:cc:d3_14:cc:20:51:33:ea_4,AmazonTe_Tp-LinkT,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.19984,1.647013,0.7151899,0.6071597,29.14367,0.0,0.0,0x0000,0,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,1.967663,1.982104,1.482835,0.6441334,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,18,1,2,32,1.777778
B,377,0x0400000000004001,1527823337.281625,1527823343.86623,6.584605,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0x0800,,149.56.121.19,ca,OVH Hosting,123,192.168.1.239,07,Private network,43230,17,0x00,1,14:cc:20:51:33:ea_44:65:0d:56:cc:d3_4,Tp-LinkT_AmazonTe,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.199879,1.646151,0.7149959,0.6074775,29.15892,0.0,0.0,0x0000,884,1351,50,50,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.217736,0.221223,0.2186225,0.001128032,1.701457,0.6441345,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,18,1,31,31.0
A,384,0x0400100000004000,1527823337.674603,1527823343.855788,6.181185,1,3,eth:ipv4:udp,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0x0800,,192.168.1.239,07,Private network,43230,209.115.181.108,ca,TELUS Communications Inc,123,17,0x00,1,44:65:0d:56:cc:d3_14:cc:20:51:33:ea_4,AmazonTe_Tp-LinkT,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.17435,1.545296,0.6643299,0.6471251,31.06201,0.0,0.0,0x0000,0,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,1.835519,2.005643,1.421057,0.6107197,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,17,1,4,30,1.764706
B,384,0x0400000000004001,1527823337.84331,1527823344.019957,6.176647,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0x0800,,209.115.181.108,ca,TELUS Communications Inc,123,192.168.1.239,07,Private network,43230,17,0x00,1,14:cc:20:51:33:ea_44:65:0d:56:cc:d3_4,Tp-LinkT_AmazonTe,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.169801,1.544162,0.6639485,0.6476005,31.08483,0.0,0.0,0x0000,1191,1932,53,53,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.164091,0.168707,0.1652813,0.001487213,1.586339,0.6107215,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,17,3,29,29.0
A,382,0x0400100000004000,1527823337.449018,1527823343.852595,6.403577,1,3,eth:ipv4:udp,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0x0800,,192.168.1.239,07,Private network,43230,159.203.8.72,us,DigitalOcean,123,17,0x00,1,44:65:0d:56:cc:d3_14:cc:20:51:33:ea_4,AmazonTe_Tp-LinkT,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.203455,1.600894,0.7075137,0.6246509,29.98324,0.0,0.0,0x0000,0,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,1.79439,1.997023,1.445891,0.6406173,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,17,1,2,28,1.647059
B,382,0x0400000000004001,1527823337.656144,1527823344.05916,6.403016,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0x0800,,159.203.8.72,us,DigitalOcean,123,192.168.1.239,07,Private network,43230,17,0x00,1,14:cc:20:51:33:ea_44:65:0d:56:cc:d3_4,Tp-LinkT_AmazonTe,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.203588,1.600754,0.707512,0.6247056,29.98587,0.0,0.0,0x0000,55,456,46,46,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.206432,0.207126,0.2066448,0.0002096861,1.652535,0.6406173,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,17,1,27,27.0
A,380,0x0400100000004000,1527823337.24975,1527823343.849251,6.599501,1,3,eth:ipv4:udp,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0x0800,,192.168.1.239,07,Private network,43230,144.217.252.208,ca,OVH Hosting,123,17,0x00,1,44:65:0d:56:cc:d3_14:cc:20:51:33:ea_4,AmazonTe_Tp-LinkT,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.200594,1.649875,0.7158481,0.6061064,29.09311,0.0,0.0,0x0000,0,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,1.979248,1.982609,1.485651,0.6447694,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,16,1,2,26,1.625
B,380,0x0400000000004001,1527823337.471096,1527823344.067243,6.596147,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0x0800,,144.217.252.208,ca,OVH Hosting,123,192.168.1.239,07,Private network,43230,17,0x00,1,14:cc:20:51:33:ea_44:65:0d:56:cc:d3_4,Tp-LinkT_AmazonTe,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.200601,1.649037,0.715669,0.6064146,29.1079,0.0,0.0,0x0000,481,1591,49,49,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.217747,0.221346,0.2187228,0.001135087,1.704373,0.6447704,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,16,1,25,25.0
A,410,0x0400100002004000,1527823343.540569,1527823344.083696,0.543127,1,4,eth:ipv4:udp:ssdp,00:16:6c:ab:6b:88,01:00:5e:7f:ff:fa,0x0800,,192.168.1.248,07,Private network,39810,239.255.255.250,10,Multicast,1900,17,0x00,1,00:16:6c:ab:6b:88_01:00:5e:7f:ff:fa_14,SamsungE_-,1900,ssdp,14,0,5226,0,255,459,373.2857,62.30662,0,0.540197,0.03879479,0.1302183,25.77666,9622.059,1.0,1.0,0x0000,0,0,2,2,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,11,5,3,3,0.2727273
A,389,0x0400100000004000,1527823338.049141,1527823344.0492,6.000059,1,3,eth:ipv4:udp,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0x0800,,192.168.1.239,07,Private network,43230,138.68.46.177,us,DigitalOcean,123,17,0x00,1,44:65:0d:56:cc:d3_14:cc:20:51:33:ea_4,AmazonTe_Tp-LinkT,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.001598,1.500015,0.6508476,0.6666601,31.99969,0.0,0.0,0x0000,0,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,1.843873,1.848767,1.384617,0.60093,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,15,1,2,24,1.6
B,389,0x0400000000004001,1527823338.205051,1527823344.202055,5.997004,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0x0800,,138.68.46.177,us,DigitalOcean,123,192.168.1.239,07,Private network,43230,17,0x00,1,14:cc:20:51:33:ea_44:65:0d:56:cc:d3_4,Tp-LinkT_AmazonTe,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.001616,1.499251,0.6506709,0.6669997,32.01599,0.0,0.0,0x0000,280,373,54,54,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.152831,0.15591,0.1536113,0.0009963522,1.538229,0.6009308,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,15,1,23,23.0
A,416,0x0400000000004000,1527823344.672529,1527823344.672758,0.000229,1,3,eth:ipv4:udp,00:16:6c:ab:6b:88,14:cc:20:51:33:ea,0x0800,,192.168.1.248,07,Private network,49628,192.168.1.1,07,Private network,53,17,0x00,1,00:16:6c:ab:6b:88_14:cc:20:51:33:ea_2,SamsungE_Tp-LinkT,53,domain,2,2,60,597,30,30,30.0,0.0,0,0.000229,0.0001145,8.096373e-05,8733.625,262008.7,0.0,-0.8173516,0x0000,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,11,7,10,8,0.7272727
B,416,0x0400000000004001,1527823344.680308,1527823344.68397,0.003662,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,00:16:6c:ab:6b:88,0x0800,,192.168.1.1,07,Private network,53,192.168.1.248,07,Private network,49628,17,0x00,1,14:cc:20:51:33:ea_00:16:6c:ab:6b:88_2,Tp-LinkT_SamsungE,53,domain,2,2,597,60,85,512,298.5,150.9673,0,0.003662,0.001831,0.001294713,546.1497,163025.7,0.0,0.8173516,0x0000,1,1,64,64,0,0x00,0x0840,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.00755,0.011212,0.009381,0.001294712,0.009381,0.001294712,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,7,11,9,7,1.0
A,385,0x0400100000004000,1527823337.848972,1527823344.448484,6.599512,1,3,eth:ipv4:udp,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,0x0800,,192.168.1.239,07,Private network,43230,154.16.245.246,de,NetStack Ltd,123,17,0x00,1,44:65:0d:56:cc:d3_14:cc:20:51:33:ea_4,AmazonTe_Tp-LinkT,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.19993,1.649878,0.7158965,0.6061054,29.09306,0.0,0.0,0x0000,0,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,1.972893,1.973628,1.480023,0.6422219,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,14,1,2,22,1.571429
B,385,0x0400000000004001,1527823338.075777,1527823344.674799,6.599022,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,44:65:0d:56:cc:d3,0x0800,,154.16.245.246,de,NetStack Ltd,123,192.168.1.239,07,Private network,43230,17,0x00,1,14:cc:20:51:33:ea_44:65:0d:56:cc:d3_4,Tp-LinkT_AmazonTe,123,ntp,4,4,192,192,48,48,48.0,0.0,0,2.199943,1.649755,0.7158663,0.6061504,29.09522,0.0,0.0,0x0000,122,367,41,41,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.226256,0.226805,0.2264338,0.0001666298,1.706457,0.6422219,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,14,1,21,21.0
